台风起始时间,台风结束时间,当前台风时间,经度,纬度,台风强度,台风等级,风速,气压,移动方向,移动速度,台风持续时间,省份,月份,台风类别,当前时间_小时,当前时间_月份,持续时间_天,已持续时间_天
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-07 08:00:00,134.2,14.9,13,9,23,990,334,13,6.000000000000001,0,6,夏台风D,8,6,6.0,0.5
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-07 14:00:00,134.1,15.0,313,10,25,985,334,14,6.000000000000001,0,6,夏台风C,14,6,6.0,0.75
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-07 17:00:00,133.4,15.4,313,10,25,985,334,11,6.000000000000001,0,6,夏台风C,17,6,6.0,0.875
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-07 20:00:00,133.1,15.5,313,10,25,985,334,11,6.000000000000001,0,6,夏台风C,20,6,6.0,1.0
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-08 02:00:00,132.2,15.5,313,10,28,982,334,10,6.000000000000001,0,6,夏台风C,2,6,6.0,1.25
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-08 05:00:00,132.0,15.8,313,10,28,982,34,10,6.000000000000001,0,6,夏台风C,5,6,6.0,1.375
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-08 08:00:00,131.5,16.0,313,11,30,980,34,8,6.000000000000001,0,6,夏台风C,8,6,6.0,1.5
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-08 11:00:00,131.3,16.1,313,11,30,980,34,9,6.000000000000001,0,6,夏台风C,11,6,6.0,1.625
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-08 14:00:00,131.2,16.2,14,12,33,975,34,8,6.000000000000001,0,6,夏台风A,14,6,6.0,1.75
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-08 17:00:00,131.0,16.3,14,12,35,970,34,8,6.000000000000001,0,6,夏台风A,17,6,6.0,1.875
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-08 20:00:00,130.7,16.4,14,13,38,965,434,8,6.000000000000001,0,6,夏台风A,20,6,6.0,2.0
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-08 23:00:00,130.6,16.6,14,13,38,965,434,8,6.000000000000001,0,6,夏台风A,23,6,6.0,2.125
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-09 02:00:00,130.3,16.8,14,13,38,965,434,9,6.000000000000001,0,6,夏台风A,2,6,6.0,2.25
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-09 05:00:00,130.2,17.0,14,13,38,965,434,8,6.000000000000001,0,6,夏台风A,5,6,6.0,2.375
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-09 08:00:00,130.2,17.3,14,13,38,965,4,6,6.000000000000001,0,6,夏台风A,8,6,6.0,2.5
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-09 11:00:00,130.2,17.5,14,13,38,965,4,8,6.000000000000001,0,6,夏台风A,11,6,6.0,2.625
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-09 14:00:00,130.1,18.0,14,13,38,965,4,6,6.000000000000001,0,6,夏台风A,14,6,6.0,2.75
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-09 17:00:00,130.0,18.1,14,13,38,965,4,7,6.000000000000001,0,6,夏台风A,17,6,6.0,2.875
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-09 20:00:00,129.9,18.2,14,13,38,965,414,10,6.000000000000001,0,6,夏台风A,20,6,6.0,3.0
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-09 23:00:00,129.9,18.3,14,13,38,965,414,11,6.000000000000001,0,6,夏台风A,23,6,6.0,3.125
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-10 02:00:00,129.9,18.5,14,13,40,960,4,13,6.000000000000001,0,6,夏台风A,2,6,6.0,3.25
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-10 05:00:00,129.9,18.7,14,13,40,960,414,14,6.000000000000001,0,6,夏台风A,5,6,6.0,3.375
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-10 08:00:00,129.9,18.9,14,13,40,960,414,15,6.000000000000001,0,6,夏台风A,8,6,6.0,3.5
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-10 11:00:00,130.1,19.4,14,13,40,960,414,15,6.000000000000001,0,6,夏台风A,11,6,6.0,3.625
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-10 14:00:00,130.2,19.9,14,13,40,960,414,16,6.000000000000001,0,6,夏台风A,14,6,6.0,3.75
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-10 17:00:00,130.4,20.4,14,13,40,960,414,18,6.000000000000001,0,6,夏台风A,17,6,6.0,3.875
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-10 20:00:00,130.7,20.9,14,13,38,965,414,20,6.000000000000001,0,6,夏台风A,20,6,6.0,4.0
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-10 23:00:00,130.9,21.2,14,13,38,965,414,22,6.000000000000001,0,6,夏台风A,23,6,6.0,4.125
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-11 02:00:00,131.1,21.7,14,13,38,965,414,23,6.000000000000001,0,6,夏台风A,2,6,6.0,4.25
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-11 05:00:00,131.3,22.2,14,13,38,965,14,24,6.000000000000001,0,6,夏台风A,5,6,6.0,4.375
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-11 08:00:00,131.8,22.9,14,12,35,970,14,30,6.000000000000001,0,6,夏台风A,8,6,6.0,4.5
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-11 14:00:00,132.6,24.1,14,12,35,970,14,30,6.000000000000001,0,6,夏台风A,14,6,6.0,4.75
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-11 17:00:00,133.1,24.7,14,12,33,975,14,35,6.000000000000001,0,6,夏台风A,17,6,6.0,4.875
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-11 20:00:00,133.9,25.6,313,11,30,980,14,36,6.000000000000001,0,6,夏台风C,20,6,6.0,5.0
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-12 02:00:00,135.0,26.4,313,11,30,980,14,39,6.000000000000001,0,6,夏台风C,2,6,6.0,5.25
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-12 05:00:00,136.0,27.2,313,11,30,980,14,46,6.000000000000001,0,6,夏台风C,5,6,6.0,5.375
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-12 08:00:00,137.2,27.9,313,11,30,980,14,44,6.000000000000001,0,6,夏台风C,8,6,6.0,5.5
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-12 14:00:00,137.6,29.1,313,10,28,982,14,43,6.000000000000001,0,6,夏台风C,14,6,6.0,5.75
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-12 17:00:00,138.5,30.0,313,10,25,985,14,44,6.000000000000001,0,6,夏台风C,17,6,6.0,5.875
2023-06-06 20:00:00,2023-06-12 20:00:00,2023-06-12 20:00:00,139.3,30.3,13,9,23,990,14,43,6.000000000000001,0,6,夏台风D,20,6,6.0,6.0
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 02:00:00,118.9,17.8,12,7,15,1000,34,8,3.5,0,7,夏台风D,2,7,3.5,-0.25
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 08:00:00,118.6,17.9,13,8,18,998,334,14,3.5,0,7,夏台风D,8,7,3.5,0.0
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 09:00:00,118.5,18.0,13,8,18,998,334,14,3.5,0,7,夏台风D,9,7,3.5,0.041666666666666664
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 10:00:00,118.4,18.0,13,8,18,998,334,14,3.5,0,7,夏台风D,10,7,3.5,0.08333333333333333
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 11:00:00,118.3,18.0,13,8,18,998,334,14,3.5,0,7,夏台风D,11,7,3.5,0.125
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 12:00:00,118.3,18.0,13,8,18,998,334,14,3.5,0,7,夏台风D,12,7,3.5,0.16666666666666666
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 13:00:00,118.2,18.0,13,8,18,998,334,14,3.5,0,7,夏台风D,13,7,3.5,0.20833333333333334
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 14:00:00,118.2,18.0,13,8,18,998,334,14,3.5,0,7,夏台风D,14,7,3.5,0.25
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 15:00:00,118.1,18.1,13,8,18,998,334,12,3.5,0,7,夏台风D,15,7,3.5,0.2916666666666667
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 16:00:00,117.9,18.2,13,8,18,998,334,10,3.5,0,7,夏台风D,16,7,3.5,0.3333333333333333
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 17:00:00,117.8,18.3,13,8,18,998,334,13,3.5,0,7,夏台风D,17,7,3.5,0.375
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 18:00:00,117.8,18.4,13,8,18,998,334,13,3.5,0,7,夏台风D,18,7,3.5,0.4166666666666667
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 19:00:00,117.7,18.4,13,8,18,998,334,12,3.5,0,7,夏台风D,19,7,3.5,0.4583333333333333
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 20:00:00,117.6,18.4,13,8,20,995,334,13,3.5,0,7,夏台风D,20,7,3.5,0.5
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 21:00:00,117.5,18.4,13,8,20,995,334,12,3.5,0,7,夏台风D,21,7,3.5,0.5416666666666666
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 22:00:00,117.4,18.5,13,8,20,995,334,13,3.5,0,7,夏台风D,22,7,3.5,0.5833333333333334
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-15 23:00:00,117.3,18.5,13,8,20,995,334,14,3.5,0,7,夏台风D,23,7,3.5,0.625
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 00:00:00,117.2,18.6,13,8,20,995,334,14,3.5,0,7,夏台风D,0,7,3.5,0.6666666666666666
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 01:00:00,117.1,18.6,13,8,20,995,334,14,3.5,0,7,夏台风D,1,7,3.5,0.7083333333333334
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 02:00:00,117.0,18.6,313,10,25,985,334,14,3.5,0,7,夏台风C,2,7,3.5,0.75
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 03:00:00,116.9,18.6,313,10,25,985,334,14,3.5,0,7,夏台风C,3,7,3.5,0.7916666666666666
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 04:00:00,116.8,18.6,313,10,25,985,334,14,3.5,0,7,夏台风C,4,7,3.5,0.8333333333333334
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 05:00:00,116.6,18.7,313,10,25,985,34,15,3.5,0,7,夏台风C,5,7,3.5,0.875
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 06:00:00,116.5,18.7,313,10,25,985,34,15,3.5,0,7,夏台风C,6,7,3.5,0.9166666666666666
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 07:00:00,116.4,18.8,313,10,25,985,34,15,3.5,0,7,夏台风C,7,7,3.5,0.9583333333333334
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 08:00:00,116.4,18.9,313,10,25,985,34,15,3.5,0,7,夏台风C,8,7,3.5,1.0
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 09:00:00,116.2,18.9,313,10,25,985,34,15,3.5,0,7,夏台风C,9,7,3.5,1.0416666666666667
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 10:00:00,115.9,18.9,313,10,25,985,34,15,3.5,0,7,夏台风C,10,7,3.5,1.0833333333333333
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 11:00:00,115.7,19.0,313,10,25,985,334,15,3.5,0,7,夏台风C,11,7,3.5,1.125
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 12:00:00,115.6,19.0,313,10,25,985,34,15,3.5,0,7,夏台风C,12,7,3.5,1.1666666666666667
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 13:00:00,115.5,19.0,313,10,25,985,334,15,3.5,0,7,夏台风C,13,7,3.5,1.2083333333333333
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 14:00:00,115.4,19.1,313,10,28,982,334,17,3.5,0,7,夏台风C,14,7,3.5,1.25
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 15:00:00,115.3,19.2,313,10,28,982,334,15,3.5,0,7,夏台风C,15,7,3.5,1.2916666666666667
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 16:00:00,115.1,19.3,313,10,28,982,334,15,3.5,0,7,夏台风C,16,7,3.5,1.3333333333333333
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 17:00:00,115.0,19.4,313,11,30,980,334,13,3.5,0,7,夏台风C,17,7,3.5,1.375
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 18:00:00,114.9,19.5,313,11,30,980,334,12,3.5,0,7,夏台风C,18,7,3.5,1.4166666666666667
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 19:00:00,114.8,19.6,313,11,30,980,334,12,3.5,0,7,夏台风C,19,7,3.5,1.4583333333333333
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 20:00:00,114.7,19.6,313,11,30,980,334,17,3.5,0,7,夏台风C,20,7,3.5,1.5
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 21:00:00,114.6,19.6,313,11,30,980,334,16,3.5,0,7,夏台风C,21,7,3.5,1.5416666666666667
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 22:00:00,114.4,19.7,313,11,30,980,334,15,3.5,0,7,夏台风C,22,7,3.5,1.5833333333333333
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-16 23:00:00,114.2,19.8,313,11,30,980,334,15,3.5,0,7,夏台风C,23,7,3.5,1.625
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 00:00:00,114.0,19.8,313,11,30,980,334,15,3.5,0,7,夏台风C,0,7,3.5,1.6666666666666667
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 01:00:00,113.9,19.8,313,11,30,980,334,15,3.5,0,7,夏台风C,1,7,3.5,1.7083333333333333
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 02:00:00,113.9,19.9,313,11,30,980,334,18,3.5,0,7,夏台风C,2,7,3.5,1.75
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 03:00:00,113.8,19.9,313,11,30,980,334,18,3.5,0,7,夏台风C,3,7,3.5,1.7916666666666667
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 04:00:00,113.8,20.0,313,11,30,980,334,18,3.5,0,7,夏台风C,4,7,3.5,1.8333333333333333
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 05:00:00,113.7,20.0,313,11,30,980,334,20,3.5,0,7,夏台风C,5,7,3.5,1.875
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 06:00:00,113.6,20.0,313,11,30,980,334,20,3.5,0,7,夏台风C,6,7,3.5,1.9166666666666667
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 07:00:00,113.4,20.0,14,12,33,970,334,20,3.5,0,7,夏台风A,7,7,3.5,1.9583333333333333
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 08:00:00,113.2,20.1,14,12,33,970,334,20,3.5,0,7,夏台风A,8,7,3.5,2.0
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 09:00:00,113.1,20.1,14,12,33,970,334,20,3.5,0,7,夏台风A,9,7,3.5,2.0416666666666665
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 10:00:00,112.9,20.2,14,12,33,970,334,20,3.5,0,7,夏台风A,10,7,3.5,2.0833333333333335
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 11:00:00,112.7,20.3,14,12,35,965,334,22,3.5,0,7,夏台风A,11,7,3.5,2.125
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 12:00:00,112.5,20.5,14,12,35,965,334,22,3.5,0,7,夏台风A,12,7,3.5,2.1666666666666665
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 13:00:00,112.3,20.6,14,13,38,960,334,20,3.5,0,7,夏台风A,13,7,3.5,2.2083333333333335
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 14:00:00,112.1,20.7,14,13,38,960,334,22,3.5,0,7,夏台风A,14,7,3.5,2.25
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 15:00:00,111.9,20.8,14,13,40,960,334,22,3.5,0,7,夏台风A,15,7,3.5,2.2916666666666665
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 16:00:00,111.7,20.8,14,13,40,960,334,22,3.5,0,7,夏台风A,16,7,3.5,2.3333333333333335
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 17:00:00,111.5,20.9,14,13,40,960,334,19,3.5,0,7,夏台风A,17,7,3.5,2.375
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 18:00:00,111.4,21.0,14,13,40,960,334,19,3.5,0,7,夏台风A,18,7,3.5,2.4166666666666665
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 19:00:00,111.1,21.1,14,13,40,960,334,19,3.5,0,7,夏台风A,19,7,3.5,2.4583333333333335
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 20:00:00,111.0,21.2,14,13,40,960,334,18,3.5,0,7,夏台风A,20,7,3.5,2.5
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 21:00:00,110.9,21.2,14,13,40,960,334,18,3.5,0,7,夏台风A,21,7,3.5,2.5416666666666665
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 22:00:00,110.7,21.2,14,13,38,965,334,18,3.5,0,7,夏台风A,22,7,3.5,2.5833333333333335
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-17 23:00:00,110.3,21.1,14,12,33,975,334,18,3.5,0,7,夏台风A,23,7,3.5,2.625
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 00:00:00,110.1,21.1,14,12,33,975,334,18,3.5,44,7,夏台风A,0,7,3.5,2.6666666666666665
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 01:00:00,109.9,21.1,313,11,30,980,334,18,3.5,44,7,夏台风C,1,7,3.5,2.7083333333333335
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 02:00:00,109.7,21.2,313,11,30,980,334,18,3.5,0,7,夏台风C,2,7,3.5,2.75
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 03:00:00,109.6,21.2,313,11,30,980,334,18,3.5,0,7,夏台风C,3,7,3.5,2.7916666666666665
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 04:00:00,109.4,21.3,313,10,28,980,334,18,3.5,0,7,夏台风C,4,7,3.5,2.8333333333333335
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 05:00:00,109.3,21.4,313,10,28,980,334,17,3.5,0,7,夏台风C,5,7,3.5,2.875
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 06:00:00,109.2,21.5,313,10,25,980,334,17,3.5,45,7,夏台风C,6,7,3.5,2.9166666666666665
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 07:00:00,109.1,21.6,313,10,25,980,334,17,3.5,45,7,夏台风C,7,7,3.5,2.9583333333333335
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 08:00:00,109.0,21.7,313,10,25,980,334,17,3.5,45,7,夏台风C,8,7,3.5,3.0
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 09:00:00,108.9,21.8,313,10,25,980,334,17,3.5,45,7,夏台风C,9,7,3.5,3.0416666666666665
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 10:00:00,108.7,21.9,313,10,25,980,334,17,3.5,0,7,夏台风C,10,7,3.5,3.0833333333333335
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 11:00:00,108.4,21.9,313,10,25,980,334,19,3.5,0,7,夏台风C,11,7,3.5,3.125
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 12:00:00,108.1,22.0,13,9,23,985,334,19,3.5,0,7,夏台风D,12,7,3.5,3.1666666666666665
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 13:00:00,107.9,22.2,13,9,23,985,334,19,3.5,45,7,夏台风D,13,7,3.5,3.2083333333333335
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 14:00:00,107.7,22.4,13,8,20,985,334,16,3.5,45,7,夏台风D,14,7,3.5,3.25
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 15:00:00,107.5,22.2,13,8,20,990,334,16,3.5,45,7,夏台风D,15,7,3.5,3.2916666666666665
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 16:00:00,107.3,22.2,13,8,18,992,334,16,3.5,45,7,夏台风D,16,7,3.5,3.3333333333333335
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 17:00:00,107.2,22.3,13,8,18,992,334,16,3.5,45,7,夏台风D,17,7,3.5,3.375
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 18:00:00,107.1,22.3,13,8,18,992,334,16,3.5,45,7,夏台风D,18,7,3.5,3.4166666666666665
2023-07-15 08:00:00,2023-07-18 20:00:00,2023-07-18 19:00:00,107.0,22.3,13,8,18,992,34,16,3.5,45,7,夏台风D,19,7,3.5,3.4583333333333335
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-21 08:00:00,132.8,13.9,13,8,18,998,334,9,8.0,0,7,夏台风D,8,7,8.0,0.0
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-21 14:00:00,132.7,13.9,13,8,18,998,334,9,8.0,0,7,夏台风D,14,7,8.0,0.25
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-21 17:00:00,132.7,13.9,13,8,18,998,334,11,8.0,0,7,夏台风D,17,7,8.0,0.375
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-21 20:00:00,132.5,13.9,13,8,18,998,334,12,8.0,0,7,夏台风D,20,7,8.0,0.5
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-22 02:00:00,132.2,14.0,13,8,18,998,334,15,8.0,0,7,夏台风D,2,7,8.0,0.75
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-22 05:00:00,132.2,14.1,13,8,18,998,334,15,8.0,0,7,夏台风D,5,7,8.0,0.875
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-22 08:00:00,131.8,14.2,13,8,18,998,334,12,8.0,0,7,夏台风D,8,7,8.0,1.0
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-22 14:00:00,130.7,14.4,13,8,18,998,334,10,8.0,0,7,夏台风D,14,7,8.0,1.25
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-22 17:00:00,130.5,14.4,13,8,20,995,334,9,8.0,0,7,夏台风D,17,7,8.0,1.375
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-22 20:00:00,130.4,14.4,13,8,20,995,334,9,8.0,0,7,夏台风D,20,7,8.0,1.5
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-22 23:00:00,130.1,14.5,13,8,20,995,334,10,8.0,0,7,夏台风D,23,7,8.0,1.625
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-23 02:00:00,129.9,14.6,13,9,23,990,334,10,8.0,0,7,夏台风D,2,7,8.0,1.75
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-23 05:00:00,129.5,14.7,313,10,25,985,334,13,8.0,0,7,夏台风C,5,7,8.0,1.875
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-23 08:00:00,128.8,14.8,313,10,25,985,334,10,8.0,0,7,夏台风C,8,7,8.0,2.0
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-23 11:00:00,128.5,14.8,313,10,28,982,334,12,8.0,0,7,夏台风C,11,7,8.0,2.125
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-23 14:00:00,128.2,14.8,313,10,28,982,334,12,8.0,0,7,夏台风C,14,7,8.0,2.25
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-23 17:00:00,128.0,14.8,14,12,33,975,334,11,8.0,0,7,夏台风A,17,7,8.0,2.375
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-23 20:00:00,127.8,15.0,14,12,35,970,334,11,8.0,0,7,夏台风A,20,7,8.0,2.5
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-23 23:00:00,127.4,15.2,14,13,38,965,334,11,8.0,0,7,夏台风A,23,7,8.0,2.625
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-24 02:00:00,127.1,15.2,14,13,38,965,34,12,8.0,0,7,夏台风A,2,7,8.0,2.75
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-24 05:00:00,127.0,15.4,14,13,40,960,34,13,8.0,0,7,夏台风A,5,7,8.0,2.875
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-24 08:00:00,126.6,15.4,314,14,42,955,34,13,8.0,0,7,夏台风B,8,7,8.0,3.0
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-24 11:00:00,126.5,15.5,314,15,48,945,34,15,8.0,0,7,夏台风B,11,7,8.0,3.125
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-24 14:00:00,126.3,15.7,314,15,48,945,34,18,8.0,0,7,夏台风B,14,7,8.0,3.25
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-24 17:00:00,126.1,16.2,314,15,48,945,34,15,8.0,0,7,夏台风B,17,7,8.0,3.375
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-24 20:00:00,125.8,16.5,314,16,52,935,34,18,8.0,0,7,夏台风B,20,7,8.0,3.5
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-24 23:00:00,125.3,16.7,314,16,55,930,34,18,8.0,0,7,夏台风B,23,7,8.0,3.625
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-25 02:00:00,125.1,16.9,314,16,55,930,34,18,8.0,0,7,夏台风B,2,7,8.0,3.75
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-25 05:00:00,124.9,17.2,314,17,58,925,34,20,8.0,0,7,夏台风B,5,7,8.0,3.875
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-25 08:00:00,124.6,17.6,314,18,62,915,34,18,8.0,0,7,夏台风B,8,7,8.0,4.0
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-25 11:00:00,124.0,18.0,314,18,62,915,334,18,8.0,0,7,夏台风B,11,7,8.0,4.125
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-25 14:00:00,123.8,18.2,314,18,62,915,334,18,8.0,0,7,夏台风B,14,7,8.0,4.25
2023-07-21 08:00:00,2023-07-29 08:00:00,2023-07-25 17:00:00,123.3,18.6,314,18,62,915,334,15,8.0,0,7,夏台风B,17,7,8.0,4.375
